model,task,index,value
ASPP_resnet101_pascal_pretrain_v3.pth,zoom,0,9.06710830825332
ASPP_resnet101_pascal_pretrain_v3.pth,zoom,1,67.90540540346109
ASPP_resnet101_pascal_pretrain_v3.pth,zoom,2,76.91799067476698
ASPP_resnet101_pascal_pretrain_v3.pth,zoom,3,76.43386621843126
ASPP_resnet101_pascal_pretrain_v3.pth,zoom,4,73.61461461437679
ASPP_resnet101_pascal_pretrain_v3.pth,overlap,0,59.426642176083014
ASPP_resnet101_pascal_pretrain_v3.pth,overlap,1,55.95094766870494
ASPP_resnet101_pascal_pretrain_v3.pth,overlap,2,58.66215889704171
ASPP_resnet101_pascal_pretrain_v3.pth,overlap,3,55.769384512780505
ASPP_resnet101_pascal_pretrain_v3.pth,overlap,4,54.34096528448704
ASPP_resnet101_pascal_pretrain_v3.pth,repeat,0,76.75158805128103
ASPP_resnet101_pascal_pretrain_v3.pth,repeat,1,35.44686326488569
ASPP_resnet101_pascal_pretrain_v3.pth,repeat,2,13.279426552387715
ASPP_resnet101_pascal_pretrain_v3.pth,repeat,3,5.724426828525566
ASPP_resnet101_pascal_pretrain_v3.pth,repeat,4,3.7504856422047004
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,zoom,0,7.9879446730645665
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,zoom,1,67.30371628441667
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,zoom,2,76.53442334692883
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,zoom,3,75.83223295436056
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,zoom,4,72.11282842131851
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,overlap,0,56.08120998965539
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,overlap,1,53.62014987940727
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,overlap,2,55.52443496564052
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,overlap,3,55.68586724600624
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,overlap,4,53.59055374085761
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,repeat,0,77.53114077655931
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,repeat,1,37.15938382518434
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,repeat,2,13.471402648751951
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,repeat,3,4.99036082643299
PIGNet_GSPonly_resnet101_pascal_pretrain_v3.pth,repeat,4,3.6946404056879603
PIGNet_resnet101_pascal_pretrain_v3.pth,zoom,0,8.775898922456564
PIGNet_resnet101_pascal_pretrain_v3.pth,zoom,1,67.35040639648092
PIGNet_resnet101_pascal_pretrain_v3.pth,zoom,2,76.81161901068711
PIGNet_resnet101_pascal_pretrain_v3.pth,zoom,3,76.78473214461373
PIGNet_resnet101_pascal_pretrain_v3.pth,zoom,4,74.2964499066081
PIGNet_resnet101_pascal_pretrain_v3.pth,overlap,0,53.40577160602565
PIGNet_resnet101_pascal_pretrain_v3.pth,overlap,1,52.88909299482193
PIGNet_resnet101_pascal_pretrain_v3.pth,overlap,2,53.48004691112415
PIGNet_resnet101_pascal_pretrain_v3.pth,overlap,3,55.17828716172468
PIGNet_resnet101_pascal_pretrain_v3.pth,overlap,4,52.299745463789705
PIGNet_resnet101_pascal_pretrain_v3.pth,repeat,0,78.07257869668544
PIGNet_resnet101_pascal_pretrain_v3.pth,repeat,1,35.82957372188962
PIGNet_resnet101_pascal_pretrain_v3.pth,repeat,2,11.895631725017667
PIGNet_resnet101_pascal_pretrain_v3.pth,repeat,3,5.483540206396504
PIGNet_resnet101_pascal_pretrain_v3.pth,repeat,4,3.5962980364296184
