model,task,index,value
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,zoom,0,10.0
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,zoom,1,25.34
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,zoom,2,82.41
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,zoom,3,59.51
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,zoom,4,36.54
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,0,21.15
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,1,13.69
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,2,12.56
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,3,19.9
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,4,16.43
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,5,18.48
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,6,24.42
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,7,42.66
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,8,60.69
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,9,41.54
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,10,22.97
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,11,16.56
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,12,15.17
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,13,20.52
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,14,12.87
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,15,14.12
classification_PIGNet_classification_resnet50_scratch_CIFAR-10_v3.pth,rotate,16,21.15
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,zoom,0,10.0
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,zoom,1,19.89
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,zoom,2,75.32
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,zoom,3,51.4
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,zoom,4,35.15
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,0,17.59
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,1,11.84
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,2,12.39
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,3,15.99
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,4,12.32
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,5,13.45
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,6,18.73
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,7,32.55
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,8,45.21
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,9,30.06
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,10,16.92
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,11,13.64
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,12,13.52
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,13,16.07
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,14,11.12
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,15,13.48
classification_Resnet_resnet50_scratch_CIFAR-10_v3.pth,rotate,16,17.59
